suite_name	timestamp	seed	model_name	experiment_id	dataset_name	evaluator_name	method_id	display_name	sequence_index	worker_id	cuda_visible_devices	run_name	train_subset	val_subset	metrics_path	predictions_path	diagnostics_path	log_path
c4_cross_model	20260327_020651	42	qwen2_vl	naturalbench_vqa	naturalbench_vqa	raw	sav	SAV	10	main	inherit	c4_cross_model_naturalbench_vqa_seed42_sav_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/naturalbench_vqa/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/naturalbench_vqa/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_sav_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_sav_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_sav_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_sav_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	naturalbench_vqa	naturalbench_vqa	raw	rsev2	RSEv2	11	main	inherit	c4_cross_model_naturalbench_vqa_seed42_rsev2_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/naturalbench_vqa/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/naturalbench_vqa/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_rsev2_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_rsev2_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_rsev2_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_naturalbench_vqa_seed42_rsev2_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	sugarcrepe	sugarcrepe	pair	zero_shot	Zero-shot	12	main	inherit	c4_cross_model_sugarcrepe_seed42_zero_shot_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_zero_shot_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_zero_shot_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_zero_shot_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_zero_shot_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	sugarcrepe	sugarcrepe	pair	sav	SAV	13	main	inherit	c4_cross_model_sugarcrepe_seed42_sav_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_sav_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_sav_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_sav_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_sav_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	sugarcrepe	sugarcrepe	pair	rsev2	RSEv2	14	main	inherit	c4_cross_model_sugarcrepe_seed42_rsev2_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/sugarcrepe/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_rsev2_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_rsev2_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_rsev2_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_sugarcrepe_seed42_rsev2_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vizwiz	vizwiz	raw	zero_shot	Zero-shot	15	main	inherit	c4_cross_model_vizwiz_seed42_zero_shot_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_zero_shot_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_zero_shot_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_zero_shot_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_zero_shot_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vizwiz	vizwiz	raw	sav	SAV	16	main	inherit	c4_cross_model_vizwiz_seed42_sav_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_sav_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_sav_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_sav_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_sav_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vizwiz	vizwiz	raw	rsev2	RSEv2	17	main	inherit	c4_cross_model_vizwiz_seed42_rsev2_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vizwiz/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_rsev2_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_rsev2_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_rsev2_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vizwiz_seed42_rsev2_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vlguard	vlguard	raw	zero_shot	Zero-shot	18	main	inherit	c4_cross_model_vlguard_seed42_zero_shot_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_zero_shot_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_zero_shot_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_zero_shot_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_zero_shot_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vlguard	vlguard	raw	sav	SAV	19	main	inherit	c4_cross_model_vlguard_seed42_sav_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_sav_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_sav_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_sav_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_sav_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	vlguard	vlguard	raw	rsev2	RSEv2	20	main	inherit	c4_cross_model_vlguard_seed42_rsev2_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/vlguard/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_rsev2_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_rsev2_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_rsev2_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_vlguard_seed42_rsev2_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	blink_semantic_correspondence	blink_semantic_correspondence	raw	zero_shot	Zero-shot	21	main	inherit	c4_cross_model_blink_semantic_correspondence_seed42_zero_shot_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_zero_shot_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_zero_shot_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_zero_shot_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_zero_shot_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	blink_semantic_correspondence	blink_semantic_correspondence	raw	sav	SAV	22	main	inherit	c4_cross_model_blink_semantic_correspondence_seed42_sav_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_sav_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_sav_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_sav_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_sav_qwen2_vl_20260327_020651.log
c4_cross_model	20260327_020651	42	qwen2_vl	blink_semantic_correspondence	blink_semantic_correspondence	raw	rsev2	RSEv2	23	main	inherit	c4_cross_model_blink_semantic_correspondence_seed42_rsev2_qwen2_vl_20260327_020651	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260327_020651_c4_cross_model/seed_42/blink_semantic_correspondence/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_rsev2_qwen2_vl_20260327_020651.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_rsev2_qwen2_vl_20260327_020651.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_rsev2_qwen2_vl_20260327_020651.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260327_020651_c4_cross_model/c4_cross_model_blink_semantic_correspondence_seed42_rsev2_qwen2_vl_20260327_020651.log
